0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.696893751621246338e-01,1.227184664458036423e-02,-1.119806021451950073e-01,-1.460349798202514648e+00,4.387185275554656982e-01,0.000000000000000000e+00
3.742913305759429932e-01,8.130098134279251099e-02,-4.540583193302154541e-01,-9.986215233802795410e-01,4.371845424175262451e-01,0.000000000000000000e+00
3.742913305759429932e-01,7.976700365543365479e-02,-4.525243341922760010e-01,-9.986215233802795410e-01,4.371845424175262451e-01,1.000000000000000000e+00
3.712233603000640869e-01,3.067961661145091057e-03,-2.822524607181549072e-01,-1.247126460075378418e+00,4.279806613922119141e-01,1.000000000000000000e+00
-1.325359463691711426e+00,6.749515980482101440e-02,-1.641359478235244751e-01,-1.348369121551513672e+00,-1.274738073348999023e+00,1.000000000000000000e+00
-1.320757508277893066e+00,1.503301262855529785e-01,-3.252039253711700439e-01,-1.089126348495483398e+00,-1.283941984176635742e+00,1.000000000000000000e+00
-1.320757508277893066e+00,1.503301262855529785e-01,-3.252039253711700439e-01,-1.082990407943725586e+00,-1.283941984176635742e+00,0.000000000000000000e+00
-1.320757508277893066e+00,7.056311517953872681e-02,-1.856116801500320435e-01,-1.306951642036437988e+00,-1.254796266555786133e+00,0.000000000000000000e+00
-4.740000665187835693e-01,2.300971187651157379e-02,-3.067961633205413818e-01,-1.244058489799499512e+00,-4.601942598819732666e-01,0.000000000000000000e+00
-4.755340516567230225e-01,6.902913749217987061e-02,-4.325825870037078857e-01,-1.049242854118347168e+00,-4.540583193302154541e-01,0.000000000000000000e+00
-4.755340516567230225e-01,6.902913749217987061e-02,-4.325825870037078857e-01,-1.049242854118347168e+00,-4.525243341922760010e-01,1.000000000000000000e+00
-4.755340516567230225e-01,1.073786616325378418e-02,-2.162912935018539429e-01,-1.359107017517089844e+00,-4.463884234428405762e-01,1.000000000000000000e+00
3.328738510608673096e-01,-3.374757990241050720e-02,-1.027767136693000793e-01,-1.494097352027893066e+00,3.788932561874389648e-01,1.000000000000000000e+00
3.681553900241851807e-01,5.982525274157524109e-02,-4.555923044681549072e-01,-1.023165225982666016e+00,4.111068546772003174e-01,1.000000000000000000e+00
3.696893751621246338e-01,5.982525274157524109e-02,-4.555923044681549072e-01,-1.023165225982666016e+00,4.111068546772003174e-01,0.000000000000000000e+00
3.742913305759429932e-01,-1.073786616325378418e-01,-2.638446986675262451e-01,-1.320757508277893066e+00,4.126408398151397705e-01,0.000000000000000000e+00
-1.339165210723876953e+00,5.522330850362777710e-02,-1.856116801500320435e-01,-1.311553597450256348e+00,-1.250194430351257324e+00,0.000000000000000000e+00
-1.340699195861816406e+00,1.503301262855529785e-01,-3.236699700355529785e-01,-1.081456542015075684e+00,-1.248660445213317871e+00,0.000000000000000000e+00
-1.339165210723876953e+00,1.533980816602706909e-01,-3.221359848976135254e-01,-1.082990407943725586e+00,-1.248660445213317871e+00,1.000000000000000000e+00
-1.339165210723876953e+00,1.319223493337631226e-01,1.871456652879714966e-01,-1.681242942810058594e+00,-1.211844801902770996e+00,1.000000000000000000e+00
-4.709321260452270508e-01,1.687378995120525360e-02,-2.101553678512573242e-01,-1.351437091827392578e+00,-4.801360070705413818e-01,1.000000000000000000e+00
-4.647961854934692383e-01,1.012427359819412231e-01,-4.111068546772003174e-01,-1.056912779808044434e+00,-4.509903788566589355e-01,1.000000000000000000e+00
-4.647961854934692383e-01,1.043106988072395325e-01,-4.111068546772003174e-01,-1.056912779808044434e+00,-4.509903788566589355e-01,0.000000000000000000e+00
-4.678641557693481445e-01,3.374757990241050720e-02,-1.027767136693000793e-01,-1.464951634407043457e+00,-4.479224085807800293e-01,0.000000000000000000e+00
-7.976700365543365479e-02,-2.791845202445983887e-01,-4.479224085807800293e-01,-1.379048824310302734e+00,-3.988350182771682739e-02,0.000000000000000000e+00
