0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.276893973350524902e-01,7.516506314277648926e-02,-2.178252786397933960e-01,-1.254796266555786133e+00,5.491651296615600586e-01,0.000000000000000000e+00
5.353593230247497559e-01,1.411262303590774536e-01,-3.221359848976135254e-01,-1.069184660911560059e+00,5.767768025398254395e-01,0.000000000000000000e+00
5.460971593856811523e-01,1.457281857728958130e-01,-3.175340294837951660e-01,-1.059980750083923340e+00,5.752428174018859863e-01,1.000000000000000000e+00
1.994175091385841370e-02,-2.270291596651077271e-01,-5.062136799097061157e-02,-6.902913749217987061e-02,8.897088468074798584e-02,1.000000000000000000e+00
-1.475689530372619629e+00,6.442719697952270508e-02,-4.095728695392608643e-01,-1.026233196258544922e+00,1.380582749843597412e-01,1.000000000000000000e+00
-1.475689530372619629e+00,6.442719697952270508e-02,-4.095728695392608643e-01,-1.029301166534423828e+00,1.334563344717025757e-01,0.000000000000000000e+00
-1.475689530372619629e+00,4.141748324036598206e-02,-1.610679924488067627e-01,-1.377514839172363281e+00,1.380582749843597412e-01,0.000000000000000000e+00
-4.693981409072875977e-01,-4.601942375302314758e-02,-3.344078063964843750e-01,-1.185767173767089844e+00,-3.865631818771362305e-01,0.000000000000000000e+00
-4.617282152175903320e-01,3.681553900241851807e-02,-4.847379326820373535e-01,-9.495341181755065918e-01,-3.834952116012573242e-01,0.000000000000000000e+00
-4.617282152175903320e-01,3.834952041506767273e-02,-4.862719178199768066e-01,-9.495341181755065918e-01,-3.850291967391967773e-01,1.000000000000000000e+00
5.491651296615600586e-01,1.856116801500320435e-01,-2.638446986675262451e-01,-1.130543828010559082e+00,5.721748471260070801e-01,1.000000000000000000e+00
5.476311445236206055e-01,1.886796355247497559e-01,-2.853204309940338135e-01,-1.084524393081665039e+00,5.721748471260070801e-01,0.000000000000000000e+00
5.414952039718627930e-01,9.510681033134460449e-02,-8.130098134279251099e-02,-1.317689538002014160e+00,5.445631742477416992e-01,0.000000000000000000e+00
-1.487961411476135254e+00,-4.601942375302314758e-02,-3.482136428356170654e-01,-1.164291501045227051e+00,1.303883641958236694e-01,0.000000000000000000e+00
-1.487961411476135254e+00,4.141748324036598206e-02,-4.939418137073516846e-01,-9.265244007110595703e-01,1.395922601222991943e-01,0.000000000000000000e+00
-1.487961411476135254e+00,4.295146465301513672e-02,-4.954757988452911377e-01,-9.249904155731201172e-01,1.395922601222991943e-01,1.000000000000000000e+00
-1.472621560096740723e+00,-9.664079546928405762e-02,-3.344078063964843750e-01,-1.156621575355529785e+00,1.457281857728958130e-01,1.000000000000000000e+00
-4.724660813808441162e-01,5.675728991627693176e-02,-4.586602747440338135e-01,-9.848157167434692383e-01,-4.341165721416473389e-01,1.000000000000000000e+00
-4.724660813808441162e-01,7.516506314277648926e-02,-4.678641557693481445e-01,-9.387962818145751953e-01,-4.295146465301513672e-01,0.000000000000000000e+00
-4.693981409072875977e-01,-1.196505054831504822e-01,-2.531068325042724609e-01,-1.231786608695983887e+00,-4.310486018657684326e-01,0.000000000000000000e+00
-4.601942375302314758e-03,-7.669904083013534546e-02,-1.119806021451950073e-01,8.590292930603027344e-02,1.533980830572545528e-03,0.000000000000000000e+00
