0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.067961707711219788e-02,-4.693981409072875977e-01,-9.203884750604629517e-03,-1.087592363357543945e+00,4.601942375302314758e-03,0.000000000000000000e+00
1.652097344398498535e+00,-5.000777244567871094e-01,-1.239456534385681152e+00,7.071651816368103027e-01,4.141748324036598206e-02,0.000000000000000000e+00
1.599941968917846680e+00,4.463884234428405762e-01,-1.130543828010559082e+00,1.593806028366088867e+00,-7.056311517953872681e-02,0.000000000000000000e+00
-7.669904083013534546e-02,3.129321038722991943e-01,-1.141281723976135254e+00,1.477223515510559082e+00,-7.056311517953872681e-02,0.000000000000000000e+00
9.203884750604629517e-02,-4.555923044681549072e-01,-5.967185497283935547e-01,4.786020219326019287e-01,-7.056311517953872681e-02,0.000000000000000000e+00
-1.820835232734680176e+00,1.994175091385841370e-02,-1.533980830572545528e-03,3.344078063964843750e-01,1.580000221729278564e-01,0.000000000000000000e+00
-2.084679841995239258e+00,5.261554121971130371e-01,-1.073786616325378418e+00,1.606077909469604492e+00,1.580000221729278564e-01,0.000000000000000000e+00
1.119806021451950073e-01,4.709321260452270508e-01,-1.159689545631408691e+00,1.655165314674377441e+00,1.580000221729278564e-01,0.000000000000000000e+00
-8.283496648073196411e-02,-7.531846165657043457e-01,-6.120583415031433105e-01,-1.871456652879714966e-01,1.580000221729278564e-01,0.000000000000000000e+00
